song_name,name,song_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Anziety,Lucy Rose,4YGzGGnOCahszVbDkkzP8q,0,0.639,0.807,1,-6.553,1,0.0655,0.302,0,0.119,0.575,122.965,audio_features,4YGzGGnOCahszVbDkkzP8q,spotify:track:4YGzGGnOCahszVbDkkzP8q,https://api.spotify.com/v1/tracks/4YGzGGnOCahszVbDkkzP8q,https://api.spotify.com/v1/audio-analysis/4YGzGGnOCahszVbDkkzP8q,412560,4
Black Jeep,Marc E. Bassy,1Z2oHHTbSrYMoY9mBkRRwK,32,0.691,0.633,11,-7.191,0,0.117,0.0831,1.53E-06,0.112,0.353,82.009,audio_features,1Z2oHHTbSrYMoY9mBkRRwK,spotify:track:1Z2oHHTbSrYMoY9mBkRRwK,https://api.spotify.com/v1/tracks/1Z2oHHTbSrYMoY9mBkRRwK,https://api.spotify.com/v1/audio-analysis/1Z2oHHTbSrYMoY9mBkRRwK,141493,4
SEASONS,Britton,0LewCveaX3x2WWdJr0OQVu,38,0.514,0.652,10,-6.708,0,0.113,0.00383,6.74E-06,0.0509,0.701,205.814,audio_features,0LewCveaX3x2WWdJr0OQVu,spotify:track:0LewCveaX3x2WWdJr0OQVu,https://api.spotify.com/v1/tracks/0LewCveaX3x2WWdJr0OQVu,https://api.spotify.com/v1/audio-analysis/0LewCveaX3x2WWdJr0OQVu,160777,4
Chemistry,Son Kuma,2IKzJRSUvIxZuoCZJ4KsKg,5,0.764,0.766,4,-7.643,0,0.0578,0.131,0,0.115,0.843,150.016,audio_features,2IKzJRSUvIxZuoCZJ4KsKg,spotify:track:2IKzJRSUvIxZuoCZJ4KsKg,https://api.spotify.com/v1/tracks/2IKzJRSUvIxZuoCZJ4KsKg,https://api.spotify.com/v1/audio-analysis/2IKzJRSUvIxZuoCZJ4KsKg,204800,4
I'm Shady,Eminem,2SvgBb7Wxa9ZfeamgGIGZl,48,0.838,0.713,11,-7.062,0,0.254,0.0248,2.05E-06,0.121,0.709,92.904,audio_features,2SvgBb7Wxa9ZfeamgGIGZl,spotify:track:2SvgBb7Wxa9ZfeamgGIGZl,https://api.spotify.com/v1/tracks/2SvgBb7Wxa9ZfeamgGIGZl,https://api.spotify.com/v1/audio-analysis/2SvgBb7Wxa9ZfeamgGIGZl,211893,4
Annihilate / Third Eye,mansionz,2Na7uvYNH3aH8EuTqopy5F,36,0.54,0.746,0,-4.366,1,0.332,0.0374,0,0.102,0.559,100.974,audio_features,2Na7uvYNH3aH8EuTqopy5F,spotify:track:2Na7uvYNH3aH8EuTqopy5F,https://api.spotify.com/v1/tracks/2Na7uvYNH3aH8EuTqopy5F,https://api.spotify.com/v1/audio-analysis/2Na7uvYNH3aH8EuTqopy5F,224821,4
Devil Loves You,Oscar the King,32zuSbe0wkGC049O6ORkK3,5,0.687,0.557,9,-6.072,0,0.0285,0.121,0.000447,0.167,0.691,101.978,audio_features,32zuSbe0wkGC049O6ORkK3,spotify:track:32zuSbe0wkGC049O6ORkK3,https://api.spotify.com/v1/tracks/32zuSbe0wkGC049O6ORkK3,https://api.spotify.com/v1/audio-analysis/32zuSbe0wkGC049O6ORkK3,135441,4
No Love,Eminem,7bHT9osSq1rwT2yaImzqCi,70,0.522,0.932,11,-2.87,1,0.255,0.119,0,0.177,0.33,129.473,audio_features,7bHT9osSq1rwT2yaImzqCi,spotify:track:7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/tracks/7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/audio-analysis/7bHT9osSq1rwT2yaImzqCi,299507,4
No Love,Lil Wayne,7bHT9osSq1rwT2yaImzqCi,70,0.522,0.932,11,-2.87,1,0.255,0.119,0,0.177,0.33,129.473,audio_features,7bHT9osSq1rwT2yaImzqCi,spotify:track:7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/tracks/7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/audio-analysis/7bHT9osSq1rwT2yaImzqCi,299507,4
malibu breeze,mike.,0GyJD1nft5e90D2bHpsRLG,42,0.734,0.49,8,-9.035,1,0.17,0.419,3.47E-05,0.11,0.305,77.423,audio_features,0GyJD1nft5e90D2bHpsRLG,spotify:track:0GyJD1nft5e90D2bHpsRLG,https://api.spotify.com/v1/tracks/0GyJD1nft5e90D2bHpsRLG,https://api.spotify.com/v1/audio-analysis/0GyJD1nft5e90D2bHpsRLG,174967,4
Saturn,RIZ LA VIE,6WY88gYhRrnqS4wGtO45TH,0,0.785,0.44,1,-8.182,0,0.178,0.553,0,0.103,0.568,80.021,audio_features,6WY88gYhRrnqS4wGtO45TH,spotify:track:6WY88gYhRrnqS4wGtO45TH,https://api.spotify.com/v1/tracks/6WY88gYhRrnqS4wGtO45TH,https://api.spotify.com/v1/audio-analysis/6WY88gYhRrnqS4wGtO45TH,207719,4
Ambitionz Az A Ridah,2Pac,3ssX20QT5c3nA9wk78V1LQ,0,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,audio_features,3ssX20QT5c3nA9wk78V1LQ,spotify:track:3ssX20QT5c3nA9wk78V1LQ,https://api.spotify.com/v1/tracks/3ssX20QT5c3nA9wk78V1LQ,https://api.spotify.com/v1/audio-analysis/3ssX20QT5c3nA9wk78V1LQ,278387,4
"Paint It, Black",The Rolling Stones,63T7DJ1AFDD6Bn8VzG6JE8,84,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
Losing Sleep,Low Hum,2LTztjOJkjGkmT5X63gP5G,0,0.603,0.696,8,-6.638,0,0.0401,0.101,0.000139,0.739,0.459,111.997,audio_features,2LTztjOJkjGkmT5X63gP5G,spotify:track:2LTztjOJkjGkmT5X63gP5G,https://api.spotify.com/v1/tracks/2LTztjOJkjGkmT5X63gP5G,https://api.spotify.com/v1/audio-analysis/2LTztjOJkjGkmT5X63gP5G,221347,4
Hittin Licks,G-Eazy,3uY9KAOzyb7Pt4iSdDz45h,38,0.875,0.61,1,-4.151,0,0.355,0.00941,0,0.119,0.16,103.951,audio_features,3uY9KAOzyb7Pt4iSdDz45h,spotify:track:3uY9KAOzyb7Pt4iSdDz45h,https://api.spotify.com/v1/tracks/3uY9KAOzyb7Pt4iSdDz45h,https://api.spotify.com/v1/audio-analysis/3uY9KAOzyb7Pt4iSdDz45h,154907,4
WEST COAST BLUES,Arizona Zervas,5dkgCd9DHhrBF0ildMY8r5,31,0.613,0.683,9,-5.528,1,0.039,0.454,2.39E-06,0.0789,0.472,147.934,audio_features,5dkgCd9DHhrBF0ildMY8r5,spotify:track:5dkgCd9DHhrBF0ildMY8r5,https://api.spotify.com/v1/tracks/5dkgCd9DHhrBF0ildMY8r5,https://api.spotify.com/v1/audio-analysis/5dkgCd9DHhrBF0ildMY8r5,201009,4
Entropy,Son Kuma,0R2r9GWQKjyWyPrbF2Necm,20,0.712,0.676,6,-5.872,0,0.119,0.538,0,0.099,0.837,170.491,audio_features,0R2r9GWQKjyWyPrbF2Necm,spotify:track:0R2r9GWQKjyWyPrbF2Necm,https://api.spotify.com/v1/tracks/0R2r9GWQKjyWyPrbF2Necm,https://api.spotify.com/v1/audio-analysis/0R2r9GWQKjyWyPrbF2Necm,180528,4
Boys Don’t Cry,mansionz,1wno0LIShC7h7S294vy9Zc,34,0.413,0.726,4,-4.649,0,0.2,0.0301,2.46E-06,0.634,0.315,161.99,audio_features,1wno0LIShC7h7S294vy9Zc,spotify:track:1wno0LIShC7h7S294vy9Zc,https://api.spotify.com/v1/tracks/1wno0LIShC7h7S294vy9Zc,https://api.spotify.com/v1/audio-analysis/1wno0LIShC7h7S294vy9Zc,191776,4
What Happened To Us?,Phora,3kMYf1Pl9tIXG3T4AUeY5b,38,0.774,0.513,8,-9.233,0,0.286,0.594,7.62E-06,0.108,0.381,138.033,audio_features,3kMYf1Pl9tIXG3T4AUeY5b,spotify:track:3kMYf1Pl9tIXG3T4AUeY5b,https://api.spotify.com/v1/tracks/3kMYf1Pl9tIXG3T4AUeY5b,https://api.spotify.com/v1/audio-analysis/3kMYf1Pl9tIXG3T4AUeY5b,165388,4
I Don't Know Me Like You Do,Low Hum,3Zz5pL35tRm2p3FsOy6W1v,1,0.52,0.574,0,-6.467,1,0.0306,0.00693,0.29,0.114,0.542,154.016,audio_features,3Zz5pL35tRm2p3FsOy6W1v,spotify:track:3Zz5pL35tRm2p3FsOy6W1v,https://api.spotify.com/v1/tracks/3Zz5pL35tRm2p3FsOy6W1v,https://api.spotify.com/v1/audio-analysis/3Zz5pL35tRm2p3FsOy6W1v,244507,4
Ride Die Eat Sleep Fuck Kill,mansionz,6ZI0tz5Uz6SVUQGrOiQjro,36,0.748,0.779,11,-3.62,1,0.125,0.0651,0,0.24,0.531,81.003,audio_features,6ZI0tz5Uz6SVUQGrOiQjro,spotify:track:6ZI0tz5Uz6SVUQGrOiQjro,https://api.spotify.com/v1/tracks/6ZI0tz5Uz6SVUQGrOiQjro,https://api.spotify.com/v1/audio-analysis/6ZI0tz5Uz6SVUQGrOiQjro,321630,4
I Got the Juice,D Stoned,2IA5U7ese1FvPkAvB6pCTq,24,0.881,0.383,10,-10.433,1,0.187,0.0909,0,0.12,0.521,120.971,audio_features,2IA5U7ese1FvPkAvB6pCTq,spotify:track:2IA5U7ese1FvPkAvB6pCTq,https://api.spotify.com/v1/tracks/2IA5U7ese1FvPkAvB6pCTq,https://api.spotify.com/v1/audio-analysis/2IA5U7ese1FvPkAvB6pCTq,253944,4
I Got the Juice,Yung Pinch,2IA5U7ese1FvPkAvB6pCTq,24,0.881,0.383,10,-10.433,1,0.187,0.0909,0,0.12,0.521,120.971,audio_features,2IA5U7ese1FvPkAvB6pCTq,spotify:track:2IA5U7ese1FvPkAvB6pCTq,https://api.spotify.com/v1/tracks/2IA5U7ese1FvPkAvB6pCTq,https://api.spotify.com/v1/audio-analysis/2IA5U7ese1FvPkAvB6pCTq,253944,4
I Got the Juice,Twon,2IA5U7ese1FvPkAvB6pCTq,24,0.881,0.383,10,-10.433,1,0.187,0.0909,0,0.12,0.521,120.971,audio_features,2IA5U7ese1FvPkAvB6pCTq,spotify:track:2IA5U7ese1FvPkAvB6pCTq,https://api.spotify.com/v1/tracks/2IA5U7ese1FvPkAvB6pCTq,https://api.spotify.com/v1/audio-analysis/2IA5U7ese1FvPkAvB6pCTq,253944,4
When I Get Back (feat. G-Eazy),The Neighbourhood,62lRj72gtFyhovAyfbZGBu,41,0.576,0.632,7,-8.981,0,0.204,0.187,0.000159,0.529,0.463,158.755,audio_features,62lRj72gtFyhovAyfbZGBu,spotify:track:62lRj72gtFyhovAyfbZGBu,https://api.spotify.com/v1/tracks/62lRj72gtFyhovAyfbZGBu,https://api.spotify.com/v1/audio-analysis/62lRj72gtFyhovAyfbZGBu,220960,4
When I Get Back (feat. G-Eazy),G-Eazy,62lRj72gtFyhovAyfbZGBu,41,0.576,0.632,7,-8.981,0,0.204,0.187,0.000159,0.529,0.463,158.755,audio_features,62lRj72gtFyhovAyfbZGBu,spotify:track:62lRj72gtFyhovAyfbZGBu,https://api.spotify.com/v1/tracks/62lRj72gtFyhovAyfbZGBu,https://api.spotify.com/v1/audio-analysis/62lRj72gtFyhovAyfbZGBu,220960,4
Waaavy,Son Kuma,4HUmSdNK5YQ7WBGK22XOnI,21,0.688,0.534,9,-9.573,1,0.112,0.321,1.52E-06,0.103,0.0959,154.881,audio_features,4HUmSdNK5YQ7WBGK22XOnI,spotify:track:4HUmSdNK5YQ7WBGK22XOnI,https://api.spotify.com/v1/tracks/4HUmSdNK5YQ7WBGK22XOnI,https://api.spotify.com/v1/audio-analysis/4HUmSdNK5YQ7WBGK22XOnI,111484,4
Mt. Everest,mansionz,0onTqE9FPSKapJXlbulSjk,27,0.639,0.561,7,-7.918,0,0.191,0.649,0,0.107,0.331,128.037,audio_features,0onTqE9FPSKapJXlbulSjk,spotify:track:0onTqE9FPSKapJXlbulSjk,https://api.spotify.com/v1/tracks/0onTqE9FPSKapJXlbulSjk,https://api.spotify.com/v1/audio-analysis/0onTqE9FPSKapJXlbulSjk,113742,3
Never Been,Logic,0aAk9KMmPChiS2EG9Fg7IX,47,0.664,0.795,10,-6.083,0,0.0448,0.11,4.53E-06,0.575,0.64,101.079,audio_features,0aAk9KMmPChiS2EG9Fg7IX,spotify:track:0aAk9KMmPChiS2EG9Fg7IX,https://api.spotify.com/v1/tracks/0aAk9KMmPChiS2EG9Fg7IX,https://api.spotify.com/v1/audio-analysis/0aAk9KMmPChiS2EG9Fg7IX,247133,4
Find My Way,Phora,5QDNYYfIln2WTi7Fmb6aZc,35,0.755,0.341,6,-13.049,0,0.331,0.58,3.35E-06,0.0908,0.172,129.898,audio_features,5QDNYYfIln2WTi7Fmb6aZc,spotify:track:5QDNYYfIln2WTi7Fmb6aZc,https://api.spotify.com/v1/tracks/5QDNYYfIln2WTi7Fmb6aZc,https://api.spotify.com/v1/audio-analysis/5QDNYYfIln2WTi7Fmb6aZc,115750,4
Who Cares ?,Chiddy Bang,7nsEICjd5QYdSM8uGKWEJj,9,0.666,0.728,0,-7.717,0,0.0433,0.0117,0,0.197,0.157,94.855,audio_features,7nsEICjd5QYdSM8uGKWEJj,spotify:track:7nsEICjd5QYdSM8uGKWEJj,https://api.spotify.com/v1/tracks/7nsEICjd5QYdSM8uGKWEJj,https://api.spotify.com/v1/audio-analysis/7nsEICjd5QYdSM8uGKWEJj,111229,4
Objects in the Mirror,Mac Miller,64gyqTtDDel7B2NoEkOa0A,0,0.645,0.658,1,-6.625,1,0.0532,0.623,2.02E-05,0.107,0.19,77.021,audio_features,64gyqTtDDel7B2NoEkOa0A,spotify:track:64gyqTtDDel7B2NoEkOa0A,https://api.spotify.com/v1/tracks/64gyqTtDDel7B2NoEkOa0A,https://api.spotify.com/v1/audio-analysis/64gyqTtDDel7B2NoEkOa0A,259144,4
FYSU,mansionz,6MxAZldru5oJ51VRZUW6H4,33,0.516,0.795,8,-4.399,0,0.412,0.0448,0,0.161,0.657,92.534,audio_features,6MxAZldru5oJ51VRZUW6H4,spotify:track:6MxAZldru5oJ51VRZUW6H4,https://api.spotify.com/v1/tracks/6MxAZldru5oJ51VRZUW6H4,https://api.spotify.com/v1/audio-analysis/6MxAZldru5oJ51VRZUW6H4,225456,4
the end of the world,sorrow,1GYPovgFe0EDsycVdeVSJ8,36,0.717,0.498,1,-10.654,0,0.213,0.457,0.00361,0.148,0.291,142.049,audio_features,1GYPovgFe0EDsycVdeVSJ8,spotify:track:1GYPovgFe0EDsycVdeVSJ8,https://api.spotify.com/v1/tracks/1GYPovgFe0EDsycVdeVSJ8,https://api.spotify.com/v1/audio-analysis/1GYPovgFe0EDsycVdeVSJ8,123340,4
the end of the world,sundwn,1GYPovgFe0EDsycVdeVSJ8,36,0.717,0.498,1,-10.654,0,0.213,0.457,0.00361,0.148,0.291,142.049,audio_features,1GYPovgFe0EDsycVdeVSJ8,spotify:track:1GYPovgFe0EDsycVdeVSJ8,https://api.spotify.com/v1/tracks/1GYPovgFe0EDsycVdeVSJ8,https://api.spotify.com/v1/audio-analysis/1GYPovgFe0EDsycVdeVSJ8,123340,4
the end of the world,Pizzle,1GYPovgFe0EDsycVdeVSJ8,36,0.717,0.498,1,-10.654,0,0.213,0.457,0.00361,0.148,0.291,142.049,audio_features,1GYPovgFe0EDsycVdeVSJ8,spotify:track:1GYPovgFe0EDsycVdeVSJ8,https://api.spotify.com/v1/tracks/1GYPovgFe0EDsycVdeVSJ8,https://api.spotify.com/v1/audio-analysis/1GYPovgFe0EDsycVdeVSJ8,123340,4
Nebraska,Low Hum,5zO6m7D9q9K6iKTvF2zu4e,1,0.491,0.555,7,-7.81,0,0.0298,0.0689,0.0103,0.115,0.364,145.932,audio_features,5zO6m7D9q9K6iKTvF2zu4e,spotify:track:5zO6m7D9q9K6iKTvF2zu4e,https://api.spotify.com/v1/tracks/5zO6m7D9q9K6iKTvF2zu4e,https://api.spotify.com/v1/audio-analysis/5zO6m7D9q9K6iKTvF2zu4e,308453,4
"Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)",Y2K,64YAQSR4jfmtHeJudcQix2,48,0.793,0.531,7,-8.777,1,0.0967,0.215,0,0.105,0.591,138.496,audio_features,64YAQSR4jfmtHeJudcQix2,spotify:track:64YAQSR4jfmtHeJudcQix2,https://api.spotify.com/v1/tracks/64YAQSR4jfmtHeJudcQix2,https://api.spotify.com/v1/audio-analysis/64YAQSR4jfmtHeJudcQix2,186459,4
"Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)",The Kid LAROI,64YAQSR4jfmtHeJudcQix2,48,0.793,0.531,7,-8.777,1,0.0967,0.215,0,0.105,0.591,138.496,audio_features,64YAQSR4jfmtHeJudcQix2,spotify:track:64YAQSR4jfmtHeJudcQix2,https://api.spotify.com/v1/tracks/64YAQSR4jfmtHeJudcQix2,https://api.spotify.com/v1/audio-analysis/64YAQSR4jfmtHeJudcQix2,186459,4
"Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)",blackbear,64YAQSR4jfmtHeJudcQix2,48,0.793,0.531,7,-8.777,1,0.0967,0.215,0,0.105,0.591,138.496,audio_features,64YAQSR4jfmtHeJudcQix2,spotify:track:64YAQSR4jfmtHeJudcQix2,https://api.spotify.com/v1/tracks/64YAQSR4jfmtHeJudcQix2,https://api.spotify.com/v1/audio-analysis/64YAQSR4jfmtHeJudcQix2,186459,4
"Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)",Bankrol Hayden,64YAQSR4jfmtHeJudcQix2,48,0.793,0.531,7,-8.777,1,0.0967,0.215,0,0.105,0.591,138.496,audio_features,64YAQSR4jfmtHeJudcQix2,spotify:track:64YAQSR4jfmtHeJudcQix2,https://api.spotify.com/v1/tracks/64YAQSR4jfmtHeJudcQix2,https://api.spotify.com/v1/audio-analysis/64YAQSR4jfmtHeJudcQix2,186459,4
Journey of One / omw,mansionz,1sECUfRrZvQYpLQnVZJe9M,30,0.636,0.539,5,-6.056,0,0.0783,0.619,0,0.139,0.339,143.675,audio_features,1sECUfRrZvQYpLQnVZJe9M,spotify:track:1sECUfRrZvQYpLQnVZJe9M,https://api.spotify.com/v1/tracks/1sECUfRrZvQYpLQnVZJe9M,https://api.spotify.com/v1/audio-analysis/1sECUfRrZvQYpLQnVZJe9M,205804,4
A Little More (feat. Kiana Ledé),G-Eazy,0OLKDxDEz1yW3YCOsW02ee,36,0.736,0.728,9,-4.798,1,0.16,0.00781,1.46E-06,0.0954,0.663,87.016,audio_features,0OLKDxDEz1yW3YCOsW02ee,spotify:track:0OLKDxDEz1yW3YCOsW02ee,https://api.spotify.com/v1/tracks/0OLKDxDEz1yW3YCOsW02ee,https://api.spotify.com/v1/audio-analysis/0OLKDxDEz1yW3YCOsW02ee,212630,4
A Little More (feat. Kiana Ledé),Kiana Ledé,0OLKDxDEz1yW3YCOsW02ee,36,0.736,0.728,9,-4.798,1,0.16,0.00781,1.46E-06,0.0954,0.663,87.016,audio_features,0OLKDxDEz1yW3YCOsW02ee,spotify:track:0OLKDxDEz1yW3YCOsW02ee,https://api.spotify.com/v1/tracks/0OLKDxDEz1yW3YCOsW02ee,https://api.spotify.com/v1/audio-analysis/0OLKDxDEz1yW3YCOsW02ee,212630,4
Another Night,Mac Miller,6CwP9PyItNK7Ey1gGBegXW,52,0.61,0.577,1,-8.289,1,0.0637,0.608,0,0.0739,0.57,80.973,audio_features,6CwP9PyItNK7Ey1gGBegXW,spotify:track:6CwP9PyItNK7Ey1gGBegXW,https://api.spotify.com/v1/tracks/6CwP9PyItNK7Ey1gGBegXW,https://api.spotify.com/v1/audio-analysis/6CwP9PyItNK7Ey1gGBegXW,176043,4
We All Got Lost,Spose,212D7O0UqMELzOm1XNbREs,22,0.619,0.671,11,-7.36,0,0.313,0.0338,0,0.117,0.465,170.363,audio_features,212D7O0UqMELzOm1XNbREs,spotify:track:212D7O0UqMELzOm1XNbREs,https://api.spotify.com/v1/tracks/212D7O0UqMELzOm1XNbREs,https://api.spotify.com/v1/audio-analysis/212D7O0UqMELzOm1XNbREs,274542,4
Hang 10,Nic D,1ESMgtcm682joX2Twf6Dce,46,0.751,0.746,9,-4.164,0,0.222,0.198,0,0.0958,0.771,99.879,audio_features,1ESMgtcm682joX2Twf6Dce,spotify:track:1ESMgtcm682joX2Twf6Dce,https://api.spotify.com/v1/tracks/1ESMgtcm682joX2Twf6Dce,https://api.spotify.com/v1/audio-analysis/1ESMgtcm682joX2Twf6Dce,105665,4
Smooth (feat. Rob Thomas),Santana,0n2SEXB2qoRQg171q7XqeW,71,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73E-06,0.295,0.961,115.996,audio_features,0n2SEXB2qoRQg171q7XqeW,spotify:track:0n2SEXB2qoRQg171q7XqeW,https://api.spotify.com/v1/tracks/0n2SEXB2qoRQg171q7XqeW,https://api.spotify.com/v1/audio-analysis/0n2SEXB2qoRQg171q7XqeW,294987,4
Smooth (feat. Rob Thomas),Rob Thomas,0n2SEXB2qoRQg171q7XqeW,71,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73E-06,0.295,0.961,115.996,audio_features,0n2SEXB2qoRQg171q7XqeW,spotify:track:0n2SEXB2qoRQg171q7XqeW,https://api.spotify.com/v1/tracks/0n2SEXB2qoRQg171q7XqeW,https://api.spotify.com/v1/audio-analysis/0n2SEXB2qoRQg171q7XqeW,294987,4
Comatose,Low Hum,198bliqoO1szKdWjHLOUlq,6,0.568,0.473,0,-7.068,1,0.0271,0.169,0.68,0.123,0.354,148.954,audio_features,198bliqoO1szKdWjHLOUlq,spotify:track:198bliqoO1szKdWjHLOUlq,https://api.spotify.com/v1/tracks/198bliqoO1szKdWjHLOUlq,https://api.spotify.com/v1/audio-analysis/198bliqoO1szKdWjHLOUlq,376227,4
With My Woes,Son Kuma,2CcbO49XeaPf2UobDYhEAG,14,0.746,0.369,8,-8.547,1,0.0565,0.663,3.86E-05,0.126,0.301,111.008,audio_features,2CcbO49XeaPf2UobDYhEAG,spotify:track:2CcbO49XeaPf2UobDYhEAG,https://api.spotify.com/v1/tracks/2CcbO49XeaPf2UobDYhEAG,https://api.spotify.com/v1/audio-analysis/2CcbO49XeaPf2UobDYhEAG,176000,4
I Know,D Stoned,5PLi2t70dWoHPfxU33Tnhn,0,0.651,0.416,0,-9.857,1,0.325,0.25,0,0.0836,0.693,173.311,audio_features,5PLi2t70dWoHPfxU33Tnhn,spotify:track:5PLi2t70dWoHPfxU33Tnhn,https://api.spotify.com/v1/tracks/5PLi2t70dWoHPfxU33Tnhn,https://api.spotify.com/v1/audio-analysis/5PLi2t70dWoHPfxU33Tnhn,233691,4
I Know,Marzek,5PLi2t70dWoHPfxU33Tnhn,0,0.651,0.416,0,-9.857,1,0.325,0.25,0,0.0836,0.693,173.311,audio_features,5PLi2t70dWoHPfxU33Tnhn,spotify:track:5PLi2t70dWoHPfxU33Tnhn,https://api.spotify.com/v1/tracks/5PLi2t70dWoHPfxU33Tnhn,https://api.spotify.com/v1/audio-analysis/5PLi2t70dWoHPfxU33Tnhn,233691,4
I Know,Twon,5PLi2t70dWoHPfxU33Tnhn,0,0.651,0.416,0,-9.857,1,0.325,0.25,0,0.0836,0.693,173.311,audio_features,5PLi2t70dWoHPfxU33Tnhn,spotify:track:5PLi2t70dWoHPfxU33Tnhn,https://api.spotify.com/v1/tracks/5PLi2t70dWoHPfxU33Tnhn,https://api.spotify.com/v1/audio-analysis/5PLi2t70dWoHPfxU33Tnhn,233691,4
MISS ME,Arizona Zervas,1mquHOuDR7DvczCsxOzSpO,44,0.739,0.694,0,-5.217,0,0.0406,0.15,4.38E-05,0.125,0.446,94.99,audio_features,1mquHOuDR7DvczCsxOzSpO,spotify:track:1mquHOuDR7DvczCsxOzSpO,https://api.spotify.com/v1/tracks/1mquHOuDR7DvczCsxOzSpO,https://api.spotify.com/v1/audio-analysis/1mquHOuDR7DvczCsxOzSpO,158120,4
Wonder,Classified,5uTK6cOfvHjOPV6e2XWltx,32,0.623,0.71,1,-5.028,0,0.312,0.0665,2.30E-05,0.246,0.552,168.271,audio_features,5uTK6cOfvHjOPV6e2XWltx,spotify:track:5uTK6cOfvHjOPV6e2XWltx,https://api.spotify.com/v1/tracks/5uTK6cOfvHjOPV6e2XWltx,https://api.spotify.com/v1/audio-analysis/5uTK6cOfvHjOPV6e2XWltx,207221,4
Wonder,Ian Janes,5uTK6cOfvHjOPV6e2XWltx,32,0.623,0.71,1,-5.028,0,0.312,0.0665,2.30E-05,0.246,0.552,168.271,audio_features,5uTK6cOfvHjOPV6e2XWltx,spotify:track:5uTK6cOfvHjOPV6e2XWltx,https://api.spotify.com/v1/tracks/5uTK6cOfvHjOPV6e2XWltx,https://api.spotify.com/v1/audio-analysis/5uTK6cOfvHjOPV6e2XWltx,207221,4
Show Sum,The Noise Unheard,2qPZKuI5E6UP4RxR62rR5O,16,0.674,0.733,10,-7.969,1,0.0294,0.00314,9.50E-05,0.249,0.508,140.047,audio_features,2qPZKuI5E6UP4RxR62rR5O,spotify:track:2qPZKuI5E6UP4RxR62rR5O,https://api.spotify.com/v1/tracks/2qPZKuI5E6UP4RxR62rR5O,https://api.spotify.com/v1/audio-analysis/2qPZKuI5E6UP4RxR62rR5O,112301,4
Show Sum,Mark Battles,2qPZKuI5E6UP4RxR62rR5O,16,0.674,0.733,10,-7.969,1,0.0294,0.00314,9.50E-05,0.249,0.508,140.047,audio_features,2qPZKuI5E6UP4RxR62rR5O,spotify:track:2qPZKuI5E6UP4RxR62rR5O,https://api.spotify.com/v1/tracks/2qPZKuI5E6UP4RxR62rR5O,https://api.spotify.com/v1/audio-analysis/2qPZKuI5E6UP4RxR62rR5O,112301,4
Doomsday Pt. 2 (with Eminem),Lyrical Lemonade,4QbCUutUlQDSBS4mtVOuZI,71,0.637,0.69,10,-7.747,0,0.237,0.085,0,0.0745,0.576,175.417,audio_features,4QbCUutUlQDSBS4mtVOuZI,spotify:track:4QbCUutUlQDSBS4mtVOuZI,https://api.spotify.com/v1/tracks/4QbCUutUlQDSBS4mtVOuZI,https://api.spotify.com/v1/audio-analysis/4QbCUutUlQDSBS4mtVOuZI,110520,3
Doomsday Pt. 2 (with Eminem),Eminem,4QbCUutUlQDSBS4mtVOuZI,71,0.637,0.69,10,-7.747,0,0.237,0.085,0,0.0745,0.576,175.417,audio_features,4QbCUutUlQDSBS4mtVOuZI,spotify:track:4QbCUutUlQDSBS4mtVOuZI,https://api.spotify.com/v1/tracks/4QbCUutUlQDSBS4mtVOuZI,https://api.spotify.com/v1/audio-analysis/4QbCUutUlQDSBS4mtVOuZI,110520,3
Drink This,Son Kuma,7sz5EaVFffXw5EyoiqEg7A,6,0.688,0.689,1,-6.462,1,0.0474,0.256,0,0.126,0.217,79.97,audio_features,7sz5EaVFffXw5EyoiqEg7A,spotify:track:7sz5EaVFffXw5EyoiqEg7A,https://api.spotify.com/v1/tracks/7sz5EaVFffXw5EyoiqEg7A,https://api.spotify.com/v1/audio-analysis/7sz5EaVFffXw5EyoiqEg7A,207631,4
